,Quarter,Region,State,Purpose,Trips
13329,01/01/2005,Limestone Coast,South Australia,Visiting,46.474811
13330,01/04/2005,Limestone Coast,South Australia,Visiting,31.764378
13331,01/07/2005,Limestone Coast,South Australia,Visiting,23.0278239
13332,01/10/2005,Limestone Coast,South Australia,Visiting,51.2888402
13333,01/01/2006,Limestone Coast,South Australia,Visiting,44.671545
13334,01/04/2006,Limestone Coast,South Australia,Visiting,39.342562
13335,01/07/2006,Limestone Coast,South Australia,Visiting,35.398683
13336,01/10/2006,Limestone Coast,South Australia,Visiting,43.121594
13337,01/01/2007,Limestone Coast,South Australia,Visiting,38.4676013
13338,01/04/2007,Limestone Coast,South Australia,Visiting,41.9992163
13339,01/07/2007,Limestone Coast,South Australia,Visiting,26.5170266
13340,01/10/2007,Limestone Coast,South Australia,Visiting,53.5534299
13341,01/01/2008,Limestone Coast,South Australia,Visiting,45.3669106
13342,01/04/2008,Limestone Coast,South Australia,Visiting,34.5521909
13343,01/07/2008,Limestone Coast,South Australia,Visiting,28.7519441
13344,01/10/2008,Limestone Coast,South Australia,Visiting,32.8735465
13345,01/01/2009,Limestone Coast,South Australia,Visiting,49.3244207
13346,01/04/2009,Limestone Coast,South Australia,Visiting,37.0125034
13347,01/07/2009,Limestone Coast,South Australia,Visiting,27.8717678
13348,01/10/2009,Limestone Coast,South Australia,Visiting,42.99937
13349,01/01/2010,Limestone Coast,South Australia,Visiting,44.8254863
13350,01/04/2010,Limestone Coast,South Australia,Visiting,36.0987509
13351,01/07/2010,Limestone Coast,South Australia,Visiting,20.4830604
13352,01/10/2010,Limestone Coast,South Australia,Visiting,33.867221
13353,01/01/2011,Limestone Coast,South Australia,Visiting,64.7094067
13354,01/04/2011,Limestone Coast,South Australia,Visiting,50.0006755
13355,01/07/2011,Limestone Coast,South Australia,Visiting,27.9025246
13356,01/10/2011,Limestone Coast,South Australia,Visiting,35.490769
13357,01/01/2012,Limestone Coast,South Australia,Visiting,34.2205149
13358,01/04/2012,Limestone Coast,South Australia,Visiting,40.7292337
13359,01/07/2012,Limestone Coast,South Australia,Visiting,31.8116956
13360,01/10/2012,Limestone Coast,South Australia,Visiting,36.5359913
13361,01/01/2013,Limestone Coast,South Australia,Visiting,44.1547601
13362,01/04/2013,Limestone Coast,South Australia,Visiting,45.5917616
13363,01/07/2013,Limestone Coast,South Australia,Visiting,20.1293951
13364,01/10/2013,Limestone Coast,South Australia,Visiting,34.533047
13365,01/01/2014,Limestone Coast,South Australia,Visiting,40.2837084
13366,01/04/2014,Limestone Coast,South Australia,Visiting,32.3446525
13367,01/07/2014,Limestone Coast,South Australia,Visiting,18.464906
13368,01/10/2014,Limestone Coast,South Australia,Visiting,49.3836364
13369,01/01/2015,Limestone Coast,South Australia,Visiting,45.2635948
13370,01/04/2015,Limestone Coast,South Australia,Visiting,27.053902
13371,01/07/2015,Limestone Coast,South Australia,Visiting,24.1971556
13372,01/10/2015,Limestone Coast,South Australia,Visiting,48.7767377
13373,01/01/2016,Limestone Coast,South Australia,Visiting,49.3941703
13374,01/04/2016,Limestone Coast,South Australia,Visiting,49.1931007
13375,01/07/2016,Limestone Coast,South Australia,Visiting,39.8389347
13376,01/10/2016,Limestone Coast,South Australia,Visiting,33.7683237
13377,01/01/1998,MacDonnell,Northern Territory,Business,8.6164102
13378,01/04/1998,MacDonnell,Northern Territory,Business,3.3373754
13379,01/07/1998,MacDonnell,Northern Territory,Business,3.825849
13380,01/10/1998,MacDonnell,Northern Territory,Business,4.5438809
13381,01/01/1999,MacDonnell,Northern Territory,Business,2.972091
13382,01/04/1999,MacDonnell,Northern Territory,Business,5.5577379
13383,01/07/1999,MacDonnell,Northern Territory,Business,3.800302
13384,01/10/1999,MacDonnell,Northern Territory,Business,0
13385,01/01/2000,MacDonnell,Northern Territory,Business,0
13386,01/04/2000,MacDonnell,Northern Territory,Business,0.3139228
13387,01/07/2000,MacDonnell,Northern Territory,Business,4.1465927
13388,01/10/2000,MacDonnell,Northern Territory,Business,8.9868419
13389,01/01/2001,MacDonnell,Northern Territory,Business,22.553991
13390,01/04/2001,MacDonnell,Northern Territory,Business,7.1345025
13391,01/07/2001,MacDonnell,Northern Territory,Business,1.403735
13392,01/10/2001,MacDonnell,Northern Territory,Business,4.830965
13393,01/01/2002,MacDonnell,Northern Territory,Business,2.8269734
13394,01/04/2002,MacDonnell,Northern Territory,Business,2.7664884
13395,01/07/2002,MacDonnell,Northern Territory,Business,2.9808018
13396,01/10/2002,MacDonnell,Northern Territory,Business,7.1076665
13397,01/01/2003,MacDonnell,Northern Territory,Business,1.9428816
13398,01/04/2003,MacDonnell,Northern Territory,Business,4.2712361
13399,01/07/2003,MacDonnell,Northern Territory,Business,0
13400,01/10/2003,MacDonnell,Northern Territory,Business,7.6517944
13401,01/01/2004,MacDonnell,Northern Territory,Business,10.3462185
13402,01/04/2004,MacDonnell,Northern Territory,Business,1.4819024
13403,01/07/2004,MacDonnell,Northern Territory,Business,20.2629029
13404,01/10/2004,MacDonnell,Northern Territory,Business,2.5394295
13405,01/01/2005,MacDonnell,Northern Territory,Business,2.1682875
13406,01/04/2005,MacDonnell,Northern Territory,Business,4.2399977
13407,01/07/2005,MacDonnell,Northern Territory,Business,3.7447215
13408,01/10/2005,MacDonnell,Northern Territory,Business,0.5883528
13409,01/01/2006,MacDonnell,Northern Territory,Business,2.156701
13410,01/04/2006,MacDonnell,Northern Territory,Business,4.138283
13411,01/07/2006,MacDonnell,Northern Territory,Business,3.62543
13412,01/10/2006,MacDonnell,Northern Territory,Business,1.297768
13413,01/01/2007,MacDonnell,Northern Territory,Business,3.3569438
13414,01/04/2007,MacDonnell,Northern Territory,Business,5.3893365
13415,01/07/2007,MacDonnell,Northern Territory,Business,2.7730522
13416,01/10/2007,MacDonnell,Northern Territory,Business,4.6932784
13417,01/01/2008,MacDonnell,Northern Territory,Business,0.6056531
13418,01/04/2008,MacDonnell,Northern Territory,Business,11.6764047
13419,01/07/2008,MacDonnell,Northern Territory,Business,4.1883588
13420,01/10/2008,MacDonnell,Northern Territory,Business,2.3515443
13421,01/01/2009,MacDonnell,Northern Territory,Business,7.630568
13422,01/04/2009,MacDonnell,Northern Territory,Business,7.6401448
13423,01/07/2009,MacDonnell,Northern Territory,Business,10.9437174
13424,01/10/2009,MacDonnell,Northern Territory,Business,10.4402955
13425,01/01/2010,MacDonnell,Northern Territory,Business,1.5888744
13426,01/04/2010,MacDonnell,Northern Territory,Business,1.0580179
13427,01/07/2010,MacDonnell,Northern Territory,Business,9.9249444
13428,01/10/2010,MacDonnell,Northern Territory,Business,2.1736639
13429,01/01/2011,MacDonnell,Northern Territory,Business,3.755334
13430,01/04/2011,MacDonnell,Northern Territory,Business,3.3687094
13431,01/07/2011,MacDonnell,Northern Territory,Business,0.7178532
13432,01/10/2011,MacDonnell,Northern Territory,Business,9.7957374
13433,01/01/2012,MacDonnell,Northern Territory,Business,8.7868127
13434,01/04/2012,MacDonnell,Northern Territory,Business,0
13435,01/07/2012,MacDonnell,Northern Territory,Business,11.0730816
13436,01/10/2012,MacDonnell,Northern Territory,Business,14.1296382
13437,01/01/2013,MacDonnell,Northern Territory,Business,1.9185824
13438,01/04/2013,MacDonnell,Northern Territory,Business,8.2514864
13439,01/07/2013,MacDonnell,Northern Territory,Business,10.8368549
13440,01/10/2013,MacDonnell,Northern Territory,Business,8.9917166
13441,01/01/2014,MacDonnell,Northern Territory,Business,5.8058395
13442,01/04/2014,MacDonnell,Northern Territory,Business,0.3813886
13443,01/07/2014,MacDonnell,Northern Territory,Business,0.1915151
13444,01/10/2014,MacDonnell,Northern Territory,Business,7.3928908
13445,01/01/2015,MacDonnell,Northern Territory,Business,0.4000457
13446,01/04/2015,MacDonnell,Northern Territory,Business,6.1719714
13447,01/07/2015,MacDonnell,Northern Territory,Business,1.3034064
13448,01/10/2015,MacDonnell,Northern Territory,Business,3.2548412
13449,01/01/2016,MacDonnell,Northern Territory,Business,9.3701183
13450,01/04/2016,MacDonnell,Northern Territory,Business,2.7104012
13451,01/07/2016,MacDonnell,Northern Territory,Business,7.092301
13452,01/10/2016,MacDonnell,Northern Territory,Business,4.5482222
13453,01/01/1998,MacDonnell,Northern Territory,Holiday,1.3347545
13454,01/04/1998,MacDonnell,Northern Territory,Holiday,0
13455,01/07/1998,MacDonnell,Northern Territory,Holiday,12.1587442
13456,01/10/1998,MacDonnell,Northern Territory,Holiday,2.0932266
13457,01/01/1999,MacDonnell,Northern Territory,Holiday,3.7879163
13458,01/04/1999,MacDonnell,Northern Territory,Holiday,15.8307497
13459,01/07/1999,MacDonnell,Northern Territory,Holiday,10.9415195
13460,01/10/1999,MacDonnell,Northern Territory,Holiday,9.0100685
13461,01/01/2000,MacDonnell,Northern Territory,Holiday,15.1966705
13462,01/04/2000,MacDonnell,Northern Territory,Holiday,9.4623406
13463,01/07/2000,MacDonnell,Northern Territory,Holiday,28.505388
13464,01/10/2000,MacDonnell,Northern Territory,Holiday,12.7556191
13465,01/01/2001,MacDonnell,Northern Territory,Holiday,1.2063571
13466,01/04/2001,MacDonnell,Northern Territory,Holiday,5.0175027
13467,01/07/2001,MacDonnell,Northern Territory,Holiday,14.2595222
13468,01/10/2001,MacDonnell,Northern Territory,Holiday,1.6846906
13469,01/01/2002,MacDonnell,Northern Territory,Holiday,9.9299972
13470,01/04/2002,MacDonnell,Northern Territory,Holiday,5.5600122
13471,01/07/2002,MacDonnell,Northern Territory,Holiday,12.6931879
13472,01/10/2002,MacDonnell,Northern Territory,Holiday,15.0773464
13473,01/01/2003,MacDonnell,Northern Territory,Holiday,2.8404393
13474,01/04/2003,MacDonnell,Northern Territory,Holiday,3.4003062
13475,01/07/2003,MacDonnell,Northern Territory,Holiday,13.7165667
13476,01/10/2003,MacDonnell,Northern Territory,Holiday,8.5880095
13477,01/01/2004,MacDonnell,Northern Territory,Holiday,3.4456267
13478,01/04/2004,MacDonnell,Northern Territory,Holiday,7.6449349
13479,01/07/2004,MacDonnell,Northern Territory,Holiday,17.2536022
13480,01/10/2004,MacDonnell,Northern Territory,Holiday,1.8090441
13481,01/01/2005,MacDonnell,Northern Territory,Holiday,4.2551189
13482,01/04/2005,MacDonnell,Northern Territory,Holiday,6.6655544
13483,01/07/2005,MacDonnell,Northern Territory,Holiday,17.7855776
13484,01/10/2005,MacDonnell,Northern Territory,Holiday,2.4763675
13485,01/01/2006,MacDonnell,Northern Territory,Holiday,1.980914
13486,01/04/2006,MacDonnell,Northern Territory,Holiday,5.804716
13487,01/07/2006,MacDonnell,Northern Territory,Holiday,7.795395
13488,01/10/2006,MacDonnell,Northern Territory,Holiday,0.610714
13489,01/01/2007,MacDonnell,Northern Territory,Holiday,3.7410498
13490,01/04/2007,MacDonnell,Northern Territory,Holiday,11.8972768
13491,01/07/2007,MacDonnell,Northern Territory,Holiday,11.859054
13492,01/10/2007,MacDonnell,Northern Territory,Holiday,1.4648903
13493,01/01/2008,MacDonnell,Northern Territory,Holiday,3.4647962
13494,01/04/2008,MacDonnell,Northern Territory,Holiday,3.4986623
13495,01/07/2008,MacDonnell,Northern Territory,Holiday,6.7613367
13496,01/10/2008,MacDonnell,Northern Territory,Holiday,2.9098351
13497,01/01/2009,MacDonnell,Northern Territory,Holiday,4.0232798
13498,01/04/2009,MacDonnell,Northern Territory,Holiday,22.9388953
13499,01/07/2009,MacDonnell,Northern Territory,Holiday,14.2334379
13500,01/10/2009,MacDonnell,Northern Territory,Holiday,9.674647
13501,01/01/2010,MacDonnell,Northern Territory,Holiday,3.0588619
13502,01/04/2010,MacDonnell,Northern Territory,Holiday,9.662093
13503,01/07/2010,MacDonnell,Northern Territory,Holiday,3.6581429
13504,01/10/2010,MacDonnell,Northern Territory,Holiday,2.4762908
13505,01/01/2011,MacDonnell,Northern Territory,Holiday,0.8161484
13506,01/04/2011,MacDonnell,Northern Territory,Holiday,1.1721103
13507,01/07/2011,MacDonnell,Northern Territory,Holiday,7.590199
13508,01/10/2011,MacDonnell,Northern Territory,Holiday,3.9701439
13509,01/01/2012,MacDonnell,Northern Territory,Holiday,0
13510,01/04/2012,MacDonnell,Northern Territory,Holiday,11.2860976
13511,01/07/2012,MacDonnell,Northern Territory,Holiday,3.6424834
13512,01/10/2012,MacDonnell,Northern Territory,Holiday,1.7302834
13513,01/01/2013,MacDonnell,Northern Territory,Holiday,4.9130987
13514,01/04/2013,MacDonnell,Northern Territory,Holiday,10.7535232
13515,01/07/2013,MacDonnell,Northern Territory,Holiday,13.9686282
13516,01/10/2013,MacDonnell,Northern Territory,Holiday,4.3633789
13517,01/01/2014,MacDonnell,Northern Territory,Holiday,3.1726495
13518,01/04/2014,MacDonnell,Northern Territory,Holiday,10.9119802
13519,01/07/2014,MacDonnell,Northern Territory,Holiday,15.993673
13520,01/10/2014,MacDonnell,Northern Territory,Holiday,3.299272
13521,01/01/2015,MacDonnell,Northern Territory,Holiday,2.3167299
13522,01/04/2015,MacDonnell,Northern Territory,Holiday,7.0280852
13523,01/07/2015,MacDonnell,Northern Territory,Holiday,13.6560312
13524,01/10/2015,MacDonnell,Northern Territory,Holiday,11.303229
13525,01/01/2016,MacDonnell,Northern Territory,Holiday,8.2137181
13526,01/04/2016,MacDonnell,Northern Territory,Holiday,5.2897847
13527,01/07/2016,MacDonnell,Northern Territory,Holiday,18.2376946
13528,01/10/2016,MacDonnell,Northern Territory,Holiday,0.7549414
13529,01/01/1998,MacDonnell,Northern Territory,Other,0
13530,01/04/1998,MacDonnell,Northern Territory,Other,0
13531,01/07/1998,MacDonnell,Northern Territory,Other,2.937702
13532,01/10/1998,MacDonnell,Northern Territory,Other,2.3895821
13533,01/01/1999,MacDonnell,Northern Territory,Other,0
13534,01/04/1999,MacDonnell,Northern Territory,Other,0
13535,01/07/1999,MacDonnell,Northern Territory,Other,0
13536,01/10/1999,MacDonnell,Northern Territory,Other,0
13537,01/01/2000,MacDonnell,Northern Territory,Other,0
13538,01/04/2000,MacDonnell,Northern Territory,Other,0
13539,01/07/2000,MacDonnell,Northern Territory,Other,0.6106226
13540,01/10/2000,MacDonnell,Northern Territory,Other,0
13541,01/01/2001,MacDonnell,Northern Territory,Other,0
13542,01/04/2001,MacDonnell,Northern Territory,Other,4.5358115
13543,01/07/2001,MacDonnell,Northern Territory,Other,0
13544,01/10/2001,MacDonnell,Northern Territory,Other,3.2325577
13545,01/01/2002,MacDonnell,Northern Territory,Other,0
13546,01/04/2002,MacDonnell,Northern Territory,Other,1.1210571
13547,01/07/2002,MacDonnell,Northern Territory,Other,2.32845
13548,01/10/2002,MacDonnell,Northern Territory,Other,2.2525306
13549,01/01/2003,MacDonnell,Northern Territory,Other,0
13550,01/04/2003,MacDonnell,Northern Territory,Other,0
13551,01/07/2003,MacDonnell,Northern Territory,Other,0
13552,01/10/2003,MacDonnell,Northern Territory,Other,0.9093378
13553,01/01/2004,MacDonnell,Northern Territory,Other,0
13554,01/04/2004,MacDonnell,Northern Territory,Other,0
13555,01/07/2004,MacDonnell,Northern Territory,Other,0
13556,01/10/2004,MacDonnell,Northern Territory,Other,0
13557,01/01/2005,MacDonnell,Northern Territory,Other,1.039237
13558,01/04/2005,MacDonnell,Northern Territory,Other,0.9544055
13559,01/07/2005,MacDonnell,Northern Territory,Other,4.3287406
13560,01/10/2005,MacDonnell,Northern Territory,Other,0
13561,01/01/2006,MacDonnell,Northern Territory,Other,0.291988
13562,01/04/2006,MacDonnell,Northern Territory,Other,0
13563,01/07/2006,MacDonnell,Northern Territory,Other,0
13564,01/10/2006,MacDonnell,Northern Territory,Other,0
13565,01/01/2007,MacDonnell,Northern Territory,Other,0
13566,01/04/2007,MacDonnell,Northern Territory,Other,0
13567,01/07/2007,MacDonnell,Northern Territory,Other,0
13568,01/10/2007,MacDonnell,Northern Territory,Other,0
13569,01/01/2008,MacDonnell,Northern Territory,Other,0
13570,01/04/2008,MacDonnell,Northern Territory,Other,0
13571,01/07/2008,MacDonnell,Northern Territory,Other,0.4532365
13572,01/10/2008,MacDonnell,Northern Territory,Other,0
13573,01/01/2009,MacDonnell,Northern Territory,Other,0
13574,01/04/2009,MacDonnell,Northern Territory,Other,0.9901836
13575,01/07/2009,MacDonnell,Northern Territory,Other,1.4844906
13576,01/10/2009,MacDonnell,Northern Territory,Other,0
13577,01/01/2010,MacDonnell,Northern Territory,Other,0
13578,01/04/2010,MacDonnell,Northern Territory,Other,2.1794253
13579,01/07/2010,MacDonnell,Northern Territory,Other,0
13580,01/10/2010,MacDonnell,Northern Territory,Other,0
13581,01/01/2011,MacDonnell,Northern Territory,Other,0
13582,01/04/2011,MacDonnell,Northern Territory,Other,0.8294597
13583,01/07/2011,MacDonnell,Northern Territory,Other,0
13584,01/10/2011,MacDonnell,Northern Territory,Other,0
13585,01/01/2012,MacDonnell,Northern Territory,Other,0
13586,01/04/2012,MacDonnell,Northern Territory,Other,0
13587,01/07/2012,MacDonnell,Northern Territory,Other,0
13588,01/10/2012,MacDonnell,Northern Territory,Other,0
13589,01/01/2013,MacDonnell,Northern Territory,Other,0
13590,01/04/2013,MacDonnell,Northern Territory,Other,0
13591,01/07/2013,MacDonnell,Northern Territory,Other,0
13592,01/10/2013,MacDonnell,Northern Territory,Other,0
13593,01/01/2014,MacDonnell,Northern Territory,Other,0
13594,01/04/2014,MacDonnell,Northern Territory,Other,0
13595,01/07/2014,MacDonnell,Northern Territory,Other,0
13596,01/10/2014,MacDonnell,Northern Territory,Other,0
13597,01/01/2015,MacDonnell,Northern Territory,Other,0
13598,01/04/2015,MacDonnell,Northern Territory,Other,0
13599,01/07/2015,MacDonnell,Northern Territory,Other,4.4209436
13600,01/10/2015,MacDonnell,Northern Territory,Other,0
13601,01/01/2016,MacDonnell,Northern Territory,Other,0
13602,01/04/2016,MacDonnell,Northern Territory,Other,0
13603,01/07/2016,MacDonnell,Northern Territory,Other,0.2696877
13604,01/10/2016,MacDonnell,Northern Territory,Other,0
13605,01/01/1998,MacDonnell,Northern Territory,Visiting,0
13606,01/04/1998,MacDonnell,Northern Territory,Visiting,1.3697506
13607,01/07/1998,MacDonnell,Northern Territory,Visiting,0.7187126
13608,01/10/1998,MacDonnell,Northern Territory,Visiting,4.9772689
13609,01/01/1999,MacDonnell,Northern Territory,Visiting,1.0493613
13610,01/04/1999,MacDonnell,Northern Territory,Visiting,0
13611,01/07/1999,MacDonnell,Northern Territory,Visiting,3.8672257
13612,01/10/1999,MacDonnell,Northern Territory,Visiting,0.7332403
13613,01/01/2000,MacDonnell,Northern Territory,Visiting,0
13614,01/04/2000,MacDonnell,Northern Territory,Visiting,0
13615,01/07/2000,MacDonnell,Northern Territory,Visiting,0
13616,01/10/2000,MacDonnell,Northern Territory,Visiting,1.033948
13617,01/01/2001,MacDonnell,Northern Territory,Visiting,0.8042381
13618,01/04/2001,MacDonnell,Northern Territory,Visiting,0
13619,01/07/2001,MacDonnell,Northern Territory,Visiting,6.0944743
13620,01/10/2001,MacDonnell,Northern Territory,Visiting,0.926619
13621,01/01/2002,MacDonnell,Northern Territory,Visiting,0
13622,01/04/2002,MacDonnell,Northern Territory,Visiting,0.4733443
13623,01/07/2002,MacDonnell,Northern Territory,Visiting,1.6136429
13624,01/10/2002,MacDonnell,Northern Territory,Visiting,0
13625,01/01/2003,MacDonnell,Northern Territory,Visiting,0.8015968
13626,01/04/2003,MacDonnell,Northern Territory,Visiting,5.0200546
13627,01/07/2003,MacDonnell,Northern Territory,Visiting,1.9710847
13628,01/10/2003,MacDonnell,Northern Territory,Visiting,1.2600548
13629,01/01/2004,MacDonnell,Northern Territory,Visiting,0
13630,01/04/2004,MacDonnell,Northern Territory,Visiting,0.5495328
13631,01/07/2004,MacDonnell,Northern Territory,Visiting,0
13632,01/10/2004,MacDonnell,Northern Territory,Visiting,1.7325727
13633,01/01/2005,MacDonnell,Northern Territory,Visiting,0
13634,01/04/2005,MacDonnell,Northern Territory,Visiting,0
13635,01/07/2005,MacDonnell,Northern Territory,Visiting,2.5141439
13636,01/10/2005,MacDonnell,Northern Territory,Visiting,0.2941764
13637,01/01/2006,MacDonnell,Northern Territory,Visiting,2.431326
13638,01/04/2006,MacDonnell,Northern Territory,Visiting,4.332395
13639,01/07/2006,MacDonnell,Northern Territory,Visiting,0
13640,01/10/2006,MacDonnell,Northern Territory,Visiting,0
13641,01/01/2007,MacDonnell,Northern Territory,Visiting,0
13642,01/04/2007,MacDonnell,Northern Territory,Visiting,2.2124235
13643,01/07/2007,MacDonnell,Northern Territory,Visiting,5.3932599
13644,01/10/2007,MacDonnell,Northern Territory,Visiting,0.6895635
13645,01/01/2008,MacDonnell,Northern Territory,Visiting,0
13646,01/04/2008,MacDonnell,Northern Territory,Visiting,0.9224644
13647,01/07/2008,MacDonnell,Northern Territory,Visiting,0.4004937
13648,01/10/2008,MacDonnell,Northern Territory,Visiting,0
13649,01/01/2009,MacDonnell,Northern Territory,Visiting,0.2638472
13650,01/04/2009,MacDonnell,Northern Territory,Visiting,1.2422435
13651,01/07/2009,MacDonnell,Northern Territory,Visiting,0
13652,01/10/2009,MacDonnell,Northern Territory,Visiting,0
13653,01/01/2010,MacDonnell,Northern Territory,Visiting,2.974981
13654,01/04/2010,MacDonnell,Northern Territory,Visiting,0.9333264
13655,01/07/2010,MacDonnell,Northern Territory,Visiting,0
13656,01/10/2010,MacDonnell,Northern Territory,Visiting,0
13657,01/01/2011,MacDonnell,Northern Territory,Visiting,2.3618714
13658,01/04/2011,MacDonnell,Northern Territory,Visiting,0.743598
13659,01/07/2011,MacDonnell,Northern Territory,Visiting,0
13660,01/10/2011,MacDonnell,Northern Territory,Visiting,0
13661,01/01/2012,MacDonnell,Northern Territory,Visiting,2.2854438
13662,01/04/2012,MacDonnell,Northern Territory,Visiting,2.3235417
13663,01/07/2012,MacDonnell,Northern Territory,Visiting,0
13664,01/10/2012,MacDonnell,Northern Territory,Visiting,0
13665,01/01/2013,MacDonnell,Northern Territory,Visiting,0
13666,01/04/2013,MacDonnell,Northern Territory,Visiting,0
13667,01/07/2013,MacDonnell,Northern Territory,Visiting,0
13668,01/10/2013,MacDonnell,Northern Territory,Visiting,1.0702363
13669,01/01/2014,MacDonnell,Northern Territory,Visiting,3.1480324
13670,01/04/2014,MacDonnell,Northern Territory,Visiting,2.1102819
13671,01/07/2014,MacDonnell,Northern Territory,Visiting,0
13672,01/10/2014,MacDonnell,Northern Territory,Visiting,0
13673,01/01/2015,MacDonnell,Northern Territory,Visiting,1.5106998
13674,01/04/2015,MacDonnell,Northern Territory,Visiting,0.4593996
13675,01/07/2015,MacDonnell,Northern Territory,Visiting,2.9718977
13676,01/10/2015,MacDonnell,Northern Territory,Visiting,1.6883751
13677,01/01/2016,MacDonnell,Northern Territory,Visiting,0
13678,01/04/2016,MacDonnell,Northern Territory,Visiting,0
13679,01/07/2016,MacDonnell,Northern Territory,Visiting,3.9666294
13680,01/10/2016,MacDonnell,Northern Territory,Visiting,0
13681,01/01/1998,Macedon,Victoria,Business,0
13682,01/04/1998,Macedon,Victoria,Business,23.557083
13683,01/07/1998,Macedon,Victoria,Business,0
13684,01/10/1998,Macedon,Victoria,Business,5.0875462
13685,01/01/1999,Macedon,Victoria,Business,3.8407565
13686,01/04/1999,Macedon,Victoria,Business,2.8112045
13687,01/07/1999,Macedon,Victoria,Business,3.3711909
13688,01/10/1999,Macedon,Victoria,Business,8.2114629
13689,01/01/2000,Macedon,Victoria,Business,3.4973191
13690,01/04/2000,Macedon,Victoria,Business,0
13691,01/07/2000,Macedon,Victoria,Business,5.3478771
13692,01/10/2000,Macedon,Victoria,Business,2.1173669
13693,01/01/2001,Macedon,Victoria,Business,10.541855
13694,01/04/2001,Macedon,Victoria,Business,4.4680094
13695,01/07/2001,Macedon,Victoria,Business,11.997032
13696,01/10/2001,Macedon,Victoria,Business,12.869999
13697,01/01/2002,Macedon,Victoria,Business,6.5790158
13698,01/04/2002,Macedon,Victoria,Business,0
13699,01/07/2002,Macedon,Victoria,Business,0
13700,01/10/2002,Macedon,Victoria,Business,0
13701,01/01/2003,Macedon,Victoria,Business,4.5299326
13702,01/04/2003,Macedon,Victoria,Business,5.2486484
13703,01/07/2003,Macedon,Victoria,Business,0
13704,01/10/2003,Macedon,Victoria,Business,0.9368422
13705,01/01/2004,Macedon,Victoria,Business,4.9722062
13706,01/04/2004,Macedon,Victoria,Business,0
13707,01/07/2004,Macedon,Victoria,Business,7.6447093
13708,01/10/2004,Macedon,Victoria,Business,3.2897579
13709,01/01/2005,Macedon,Victoria,Business,4.8546685
13710,01/04/2005,Macedon,Victoria,Business,13.4160003
13711,01/07/2005,Macedon,Victoria,Business,5.4929931
13712,01/10/2005,Macedon,Victoria,Business,15.6387737
13713,01/01/2006,Macedon,Victoria,Business,1.352097
13714,01/04/2006,Macedon,Victoria,Business,6.559135
13715,01/07/2006,Macedon,Victoria,Business,1.652656
13716,01/10/2006,Macedon,Victoria,Business,0
13717,01/01/2007,Macedon,Victoria,Business,0
13718,01/04/2007,Macedon,Victoria,Business,14.2727258
13719,01/07/2007,Macedon,Victoria,Business,4.6499762
13720,01/10/2007,Macedon,Victoria,Business,10.2861783
13721,01/01/2008,Macedon,Victoria,Business,7.1192509
13722,01/04/2008,Macedon,Victoria,Business,3.9290253
13723,01/07/2008,Macedon,Victoria,Business,13.2885543
13724,01/10/2008,Macedon,Victoria,Business,2.4555039
13725,01/01/2009,Macedon,Victoria,Business,5.8278763
13726,01/04/2009,Macedon,Victoria,Business,3.1535539
13727,01/07/2009,Macedon,Victoria,Business,0
13728,01/10/2009,Macedon,Victoria,Business,0.2813011
13729,01/01/2010,Macedon,Victoria,Business,0
13730,01/04/2010,Macedon,Victoria,Business,0
13731,01/07/2010,Macedon,Victoria,Business,0
13732,01/10/2010,Macedon,Victoria,Business,19.8454112
13733,01/01/2011,Macedon,Victoria,Business,6.1695779
13734,01/04/2011,Macedon,Victoria,Business,4.4616958
13735,01/07/2011,Macedon,Victoria,Business,11.1042871
13736,01/10/2011,Macedon,Victoria,Business,4.3848328
13737,01/01/2012,Macedon,Victoria,Business,2.8507201
13738,01/04/2012,Macedon,Victoria,Business,13.5223161
13739,01/07/2012,Macedon,Victoria,Business,5.4785594
13740,01/10/2012,Macedon,Victoria,Business,4.543367
13741,01/01/2013,Macedon,Victoria,Business,1.234833
13742,01/04/2013,Macedon,Victoria,Business,13.3247904
13743,01/07/2013,Macedon,Victoria,Business,0
13744,01/10/2013,Macedon,Victoria,Business,10.6728863
13745,01/01/2014,Macedon,Victoria,Business,0
13746,01/04/2014,Macedon,Victoria,Business,0
13747,01/07/2014,Macedon,Victoria,Business,0
13748,01/10/2014,Macedon,Victoria,Business,8.3099492
13749,01/01/2015,Macedon,Victoria,Business,2.6184295
13750,01/04/2015,Macedon,Victoria,Business,12.072411
13751,01/07/2015,Macedon,Victoria,Business,8.8034725
13752,01/10/2015,Macedon,Victoria,Business,14.2887459
13753,01/01/2016,Macedon,Victoria,Business,2.3394812
13754,01/04/2016,Macedon,Victoria,Business,4.0039701
13755,01/07/2016,Macedon,Victoria,Business,22.9972355
13756,01/10/2016,Macedon,Victoria,Business,10.1783279
13757,01/01/1998,Macedon,Victoria,Holiday,10.4634017
13758,01/04/1998,Macedon,Victoria,Holiday,15.7564148
13759,01/07/1998,Macedon,Victoria,Holiday,0
13760,01/10/1998,Macedon,Victoria,Holiday,16.3162039
13761,01/01/1999,Macedon,Victoria,Holiday,13.6702857
13762,01/04/1999,Macedon,Victoria,Holiday,12.1890053
13763,01/07/1999,Macedon,Victoria,Holiday,11.5836336
13764,01/10/1999,Macedon,Victoria,Holiday,13.1058223
13765,01/01/2000,Macedon,Victoria,Holiday,5.832012
13766,01/04/2000,Macedon,Victoria,Holiday,6.3010475
